game_id,white_player,white_rating,black_player,black_rating,opening,winner,move_count,link
elWTWIvK,NeSuBaMu,2350.0,Orangutan61,2045.0,A40: Queen's Pawn Game,draw,55,https://lichess.org/elWTWIvK
BKgjznoM,NeSuBaMu,2380.0,Ayyoobvk,1755.0,D24: Queen's Gambit Accepted: Showalter Variation,black,138,https://lichess.org/BKgjznoM
ibhWYEPy,mesem01,1782.0,NeSuBaMu,2379.0,"C02: French Defense: Advance Variation, Paulsen Attack",black,62,https://lichess.org/ibhWYEPy
AoU6ekCf,NeSuBaMu,2375.0,Lisov_Stepan,1972.0,"A52: Indian Defense: Budapest Defense, Adler Variation",white,91,https://lichess.org/AoU6ekCf
bYT2QfPc,NeSuBaMu,2375.0,AleksandrShkarbanov,1700.0,D06: Queen's Gambit Declined: Marshall Defense,white,11,https://lichess.org/bYT2QfPc
Ff6WKYy3,NeSuBaMu,2374.0,mateifl,1792.0,E21: Nimzo-Indian Defense: Three Knights Variation,white,87,https://lichess.org/Ff6WKYy3
TuSfYyIt,bambu13,1603.0,NeSuBaMu,2373.0,A20: English Opening: King's English Variation,black,66,https://lichess.org/TuSfYyIt
74SvWVrB,NeSuBaMu,2370.0,JoanaAnjos,2431.0,D85: Grünfeld Defense: Exchange Variation,draw,45,https://lichess.org/74SvWVrB
jdjM2cAY,JUANANDRESLEON,1339.0,NeSuBaMu,2370.0,A00: Mieses Opening,black,42,https://lichess.org/jdjM2cAY
NlCvQRVM,AlexeyPushkarev1963,2181.0,NeSuBaMu,2362.0,"B40: Sicilian Defense: Delayed Alapin Variation, with e6",black,36,https://lichess.org/NlCvQRVM
2kZ8812a,Manakgupta,1945.0,NeSuBaMu,2358.0,A48: Torre Attack: Fianchetto Defense,black,70,https://lichess.org/2kZ8812a
OF9vWOD4,NeSuBaMu,2358.0,el_loco_uno,1529.0,E80: King's Indian Defense: Sämisch Variation,white,53,https://lichess.org/OF9vWOD4
mT7s8I9l,mahtashan,1425.0,NeSuBaMu,2358.0,A08: King's Indian Attack: Sicilian Variation,black,64,https://lichess.org/mT7s8I9l
FYRyvcrO,ChessChampionRapid,1819.0,NeSuBaMu,2356.0,D80: Grünfeld Defense: Stockholm Variation,black,70,https://lichess.org/FYRyvcrO
vbW8eQZ7,Rinoshan,1743.0,NeSuBaMu,2355.0,A01: Nimzo-Larsen Attack: Indian Variation,black,69,https://lichess.org/vbW8eQZ7
9QJ3ShEw,gpipess,1916.0,NeSuBaMu,2352.0,"B43: Sicilian Defense: Kan Variation, Knight Variation",black,54,https://lichess.org/9QJ3ShEw
wQwk7hq9,mateomichaszoon,2134.0,NeSuBaMu,2344.0,B23: Sicilian Defense: Closed,black,56,https://lichess.org/wQwk7hq9
tXusf7yk,NeSuBaMu,2339.0,c1_nmr-cht,2035.0,D37: Queen's Gambit Declined: Harrwitz Attack,white,31,https://lichess.org/tXusf7yk
FEFrTGMF,NeSuBaMu,2339.0,SeninaLesya,1097.0,D10: Slav Defense,white,107,https://lichess.org/FEFrTGMF
gFH9uEF8,deleokomo,1410.0,NeSuBaMu,2339.0,C20: Barnes Opening: Walkerling,black,74,https://lichess.org/gFH9uEF8
58z23FSF,NeSuBaMu,2323.0,marshal67,2368.0,"A43: Benoni Defense: Old Benoni, Mujannah Formation",white,77,https://lichess.org/58z23FSF
uQe8TPzw,maco2015,2320.0,NeSuBaMu,2323.0,"A52: Indian Defense: Budapest Defense, Adler Variation",draw,44,https://lichess.org/uQe8TPzw
XiYASgBu,NeSuBaMu,2346.0,panda666,2120.0,A40: Queen's Pawn Game: Modern Defense,black,38,https://lichess.org/XiYASgBu
VlhcHhdm,Ryowe25,1823.0,NeSuBaMu,2344.0,"A52: Indian Defense: Budapest Defense, Adler Variation",black,72,https://lichess.org/VlhcHhdm
20ITU2Aw,A62AA,2286.0,NeSuBaMu,2347.0,B03: Alekhine Defense: Exchange Variation,draw,36,https://lichess.org/20ITU2Aw
5NhM0sSw,NeSuBaMu,2344.0,doctormedicine544,1891.0,D43: Semi-Slav Defense,white,35,https://lichess.org/5NhM0sSw
oykDfko4,Kholpilova,2232.0,NeSuBaMu,2349.0,"A15: English Opening: Anglo-Indian Defense, King's Knight Variation",draw,32,https://lichess.org/oykDfko4
lVk9KkJk,NeSuBaMu,2347.0,GintarasVaupsas,1868.0,D33: Tarrasch Defense: Prague Variation,white,129,https://lichess.org/lVk9KkJk
YVdTNKIB,bbh2,2129.0,NeSuBaMu,2340.0,A51: Indian Defense: Budapest Defense,black,80,https://lichess.org/YVdTNKIB
